Authors,Author full names,Author(s) ID,Title,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Liow C.H.; Kang H.; Kim S.; Na M.; Lee Y.; Baucour A.; Bang K.; Shim Y.; Choe J.; Hwang G.; Cho S.; Park G.; Yeom J.; Agar J.C.; Yuk J.M.; Shin J.; Lee H.M.; Byon H.R.; Cho E.; Hong S.,"Liow, Chi Hao (57222618634); Kang, Hyeonmuk (57221729667); Kim, Seunggu (57222122929); Na, Moony (57214692078); Lee, Yongju (56092249800); Baucour, Arthur (56896096500); Bang, Kihoon (57038300300); Shim, Yoonsu (57189219269); Choe, Jacob (57346765900); Hwang, Gyuseong (57222128215); Cho, Seongwoo (57201798651); Park, Gun (57208836578); Yeom, Jiwon (57217682815); Agar, Joshua C. (36350607600); Yuk, Jong Min (26647239100); Shin, Jonghwa (7402723995); Lee, Hyuck Mo (8403370500); Byon, Hye Ryung (57563625100); Cho, EunAe (7202650642); Hong, Seungbum (57328806400)",57222618634; 57221729667; 57222122929; 57214692078; 56092249800; 56896096500; 57038300300; 57189219269; 57346765900; 57222128215; 57201798651; 57208836578; 57217682815; 36350607600; 26647239100; 7402723995; 8403370500; 57563625100; 7202650642; 57328806400,Machine learning assisted synthesis of lithium-ion batteries cathode materials,2022,82,10.1016/j.nanoen.2022.107214,https://www.scopus.com/pages/publications/85127700659?origin=resultslist,passed_stage1,"capacity, charge, discharge",passed_stage2,"capacity, discharge",relevant
Xu Y.; Ge X.; Shen W.,"Xu, Yiming (57457488200); Ge, Xiaohua (55491165900); Shen, Weixiang (57203905864)",57457488200; 55491165900; 57203905864,Multi-objective nonlinear observer design for multi-fault detection of lithium-ion battery in electric vehicles,2024,31,10.1016/j.apenergy.2024.122989,https://www.scopus.com/pages/publications/85187683076?origin=resultslist,passed_stage1,"current, voltage",passed_stage2,"voltage, current",relevant
Zhang M.; Wang Z.,"Zhang, Mei (55584796081); Wang, Zhihui (59229253600)",55584796081; 59229253600,SOC estimation for lithium batteries using a CNN-attention-LSTM model,2025,31,10.1016/j.est.2025.117479,https://www.scopus.com/pages/publications/105008136545?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,"voltage, current",relevant
Du X.; Meng J.; Amirat Y.; Gao F.; Benbouzid M.,"Du, Xinghao (57226647222); Meng, Jinhao (56440752500); Amirat, Yassine (22333567500); Gao, Fei (26665350700); Benbouzid, Mohamed (7003437800)",57226647222; 56440752500; 22333567500; 26665350700; 7003437800,Feature selection strategy optimization for lithium-ion battery state of health estimation under impedance uncertainties,2025,33,10.1016/j.jechem.2024.09.032,https://www.scopus.com/pages/publications/85206982247?origin=resultslist,passed_stage1,"impedance, plot",passed_stage2,"capacity, impedance",relevant
Williams N.P.; Trimble D.; O'Shaughnessy S.M.,"Williams, N.P. (57195738953); Trimble, D. (55179284300); O'Shaughnessy, S.M. (24472014200)",57195738953; 55179284300; 24472014200,An experimental investigation of liquid immersion cooling of a four cell lithium-ion battery module,2024,38,10.1016/j.est.2024.111289,https://www.scopus.com/pages/publications/85188860122?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,current,relevant
Chen D.; Xiao L.; Yan W.; Guo Y.,"Chen, Dongdong (57212817830); Xiao, Long (57221105763); Yan, Wenduan (44462350900); Guo, Yinbiao (57432227500)",57212817830; 57221105763; 44462350900; 57432227500,A novel hybrid equivalent circuit model for lithium-ion battery considering nonlinear capacity effects,2021,44,10.1016/j.egyr.2021.06.051,https://www.scopus.com/pages/publications/85125270754?origin=resultslist,passed_stage1,"charge, capacity, discharge, voltage, curve",passed_stage2,"capacity, charge",relevant
Lundström R.; Berg E.J.,"Lundström, Robin (57216913659); Berg, Erik J. (56326699100)",57216913659; 56326699100,Design and validation of an online partial and total pressure measurement system for Li-ion cells,2021,46,10.1016/j.jpowsour.2020.229347,https://www.scopus.com/pages/publications/85097774214?origin=resultslist,passed_stage1,current,passed_stage2,voltage,relevant
Liu C.; Lombardo T.; Xu J.; Ngandjong A.C.; Franco A.A.,"Liu, Chaoyue (57044935600); Lombardo, Teo (57508497700); Xu, Jiahui (57423344300); Ngandjong, Alain C. (57189221690); Franco, Alejandro A. (57198188522)",57044935600; 57508497700; 57423344300; 57189221690; 57198188522,An experimentally-validated 3D electrochemical model revealing electrode manufacturing parameters’ effects on battery performance,2023,46,10.1016/j.ensm.2022.10.035,https://www.scopus.com/pages/publications/85140328550?origin=resultslist,passed_stage1,"current, discharge",passed_stage2,"capacity, current, specific capacity",relevant
Biju N.; Fang H.,"Biju, Nikhil (57983213500); Fang, Huazhen (24922510900)",57983213500; 24922510900,BattX: An equivalent circuit model for lithium-ion batteries over broad current ranges,2023,45,10.1016/j.apenergy.2023.120905,https://www.scopus.com/pages/publications/85150423961?origin=resultslist,passed_stage1,"voltage, current, curve",passed_stage2,"charge, voltage, discharge",relevant
Chen L.; Guo W.; Lopes A.M.; Wu R.; Li P.; Yin L.,"Chen, Liping (57203068548); Guo, Wenliang (57465306900); Lopes, António M. (55905624500); Wu, Ranchao (12039915600); Li, Penghua (55495030900); Yin, Lisheng (55194817300)",57203068548; 57465306900; 55905624500; 12039915600; 55495030900; 55194817300,State-of-charge estimation for lithium-ion batteries based on incommensurate fractional-order observer,2023,33,10.1016/j.cnsns.2022.107059,https://www.scopus.com/pages/publications/85144506824?origin=resultslist,passed_stage1,"voltage, impedance, current, curve",passed_stage2,"charge, voltage, current",relevant
Schmid M.; Endisch C.,"Schmid, Michael (57204945540); Endisch, Christian (25031308600)",57204945540; 25031308600,Online diagnosis of soft internal short circuits in series-connected battery packs using modified kernel principal component analysis,2022,48,10.1016/j.est.2022.104815,https://www.scopus.com/pages/publications/85134292327?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,charge,relevant
Costa N.; Anseán D.; Dubarry M.; Sánchez L.,"Costa, N. (57218951859); Anseán, D. (55578455200); Dubarry, M. (14122893100); Sánchez, L. (7202051128)",57218951859; 55578455200; 14122893100; 7202051128,ICFormer: A Deep Learning model for informed lithium-ion battery diagnosis and early knee detection,2024,34,10.1016/j.jpowsour.2023.233910,https://www.scopus.com/pages/publications/85179487670?origin=resultslist,passed_stage1,"capacity, voltage, curve",passed_stage2,"capacity, voltage",relevant
Bonkile M.P.; Jiang Y.; Kirkaldy N.; Sulzer V.; Timms R.; Wang H.; Offer G.; Wu B.,"Bonkile, Mayur P. (57014570600); Jiang, Yang (57219455651); Kirkaldy, Niall (56331175100); Sulzer, Valentin (57191092447); Timms, Robert (57201032682); Wang, Huizhi (36844957100); Offer, Gregory (23098060000); Wu, Billy (7403591460)",57014570600; 57219455651; 56331175100; 57191092447; 57201032682; 36844957100; 23098060000; 7403591460,Is silicon worth it? Modelling degradation in composite silicon–graphite lithium-ion battery electrodes,2024,39,10.1016/j.jpowsour.2024.234256,https://www.scopus.com/pages/publications/85190944988?origin=resultslist,passed_stage1,"capacity, charge, discharge, current",passed_stage2,"charge, capacity, discharge, current, voltage",relevant
Pastor J.V.; García A.; Monsalve-Serrano J.; Golke D.,"Pastor, José Vicente (55692775500); García, Antonio (55757783902); Monsalve-Serrano, Javier (55815162600); Golke, Diego (57194526193)",55692775500; 55757783902; 55815162600; 57194526193,Analysis of the aging effects on the thermal runaway characteristics of Lithium-Ion cells through stepwise reactions,2023,35,10.1016/j.applthermaleng.2023.120685,https://www.scopus.com/pages/publications/85159073705?origin=resultslist,passed_stage1,"current, discharge, curve",passed_stage2,capacity,relevant
Sun H.; Yang D.; Du J.; Li P.; Wang K.,"Sun, Hanlei (57576616000); Yang, Dongfang (59624370800); Du, Jiaxuan (57983966500); Li, Ping (57983030600); Wang, Kai (56942228000)",57576616000; 59624370800; 57983966500; 57983030600; 56942228000,Prediction of Li-ion battery state of health based on data-driven algorithm,2022,36,10.1016/j.egyr.2022.11.134,https://www.scopus.com/pages/publications/85142760008?origin=resultslist,passed_stage1,"capacity, voltage, current, curve",passed_stage2,"capacity, voltage, current, curve",relevant
Braco E.; San Martín I.; Sanchis P.; Ursúa A.; Stroe D.-I.,"Braco, Elisa (57215295226); San Martín, Idoia (6506287755); Sanchis, Pablo (35502318000); Ursúa, Alfredo (21834915800); Stroe, Daniel-Ioan (36683200900)",57215295226; 6506287755; 35502318000; 21834915800; 36683200900,State of health estimation of second-life lithium-ion batteries under real profile operation,2022,48,10.1016/j.apenergy.2022.119992,https://www.scopus.com/pages/publications/85138630525?origin=resultslist,passed_stage1,"charge, capacity, voltage, current",passed_stage2,"capacity, charge",relevant
Zhang Z.; Song M.; Si C.; Cui W.; Wang Y.,"Zhang, Zhonghua (55819283500); Song, Meijia (57204636599); Si, Conghui (56378340400); Cui, Wenrun (57226736763); Wang, Yan (59117097200)",55819283500; 57204636599; 56378340400; 57226736763; 59117097200,Amorphous germanium-crystalline bismuth films as a promising anode for magnesium-ion batteries,2023,40,10.1016/j.esci.2022.07.004,https://www.scopus.com/pages/publications/85143651438?origin=resultslist,passed_stage1,"charge, discharge, plot, curve",passed_stage2,"capacity, voltage, specific capacity",relevant
Rowden B.; Garcia-Araez N.,"Rowden, Ben (57216843671); Garcia-Araez, Nuria (6506972731)",57216843671; 6506972731,Estimating lithium-ion battery behavior from half-cell data,2021,35,10.1016/j.egyr.2021.02.048,https://www.scopus.com/pages/publications/85106913032?origin=resultslist,passed_stage1,"charge, capacity, voltage, discharge",passed_stage2,capacity,relevant
von Kessel O.; Avdyli A.; Vrankovic D.; Birke K.P.,"von Kessel, Otto (57226418220); Avdyli, Arber (57219447467); Vrankovic, Dragoljub (57188550983); Birke, Kai Peter (57190137582)",57226418220; 57219447467; 57188550983; 57190137582,"Swelling, pressure evolution and aging in high-silicon/ graphite composite lithium-ion batteries",2024,35,10.1016/j.jpowsour.2024.234582,https://www.scopus.com/pages/publications/85194079968?origin=resultslist,passed_stage1,"voltage, discharge",passed_stage2,voltage,relevant
Navas S.J.; González G.M.C.; Pino F.J.; Guerra J.J.,"Navas, Sergio J. (57193571881); González, G.M. Cabello (57797513400); Pino, F.J. (35093144400); Guerra, J.J. (55924585700)",57193571881; 57797513400; 35093144400; 55924585700,Modelling Li-ion batteries using equivalent circuits for renewable energy applications,2023,41,10.1016/j.egyr.2023.03.103,https://www.scopus.com/pages/publications/85150927459?origin=resultslist,passed_stage1,"charge, voltage, discharge",passed_stage2,"charge, discharge, voltage",relevant
Ahmeid M.; Muhammad M.; Lambert S.; Attidekou P.S.; Milojevic Z.,"Ahmeid, Mohamed (56193454600); Muhammad, Musbahu (57189072778); Lambert, Simon (36470420600); Attidekou, Pierrot S. (6504789940); Milojevic, Zoran (42862040800)",56193454600; 57189072778; 36470420600; 6504789940; 42862040800,A rapid capacity evaluation of retired electric vehicle battery modules using partial discharge test,2022,32,10.1016/j.est.2022.104562,https://www.scopus.com/pages/publications/85127975453?origin=resultslist,passed_stage1,"charge, capacity, discharge, voltage, curve",passed_stage2,"capacity, voltage, discharge",relevant
Grimaldi A.; Minuto F.D.; Perol A.; Casagrande S.; Lanzini A.,"Grimaldi, Alberto (56919273800); Minuto, Francesco Demetrio (56389387000); Perol, Alessandro (57867237400); Casagrande, Silvia (57207617243); Lanzini, Andrea (24168781500)",56919273800; 56389387000; 57867237400; 57207617243; 24168781500,Ageing and energy performance analysis of a utility-scale lithium-ion battery for power grid applications through a data-driven empirical modelling approach,2023,36,10.1016/j.est.2023.107232,https://www.scopus.com/pages/publications/85151793030?origin=resultslist,passed_stage1,"capacity, charge, voltage, curve",passed_stage2,voltage,relevant
Ulvestad A.; Mæhlen J.P.; Kirkengen M.,"Ulvestad, Asbjørn (57191957328); Mæhlen, Jan Petter (35740947000); Kirkengen, Martin (7801544138)",57191957328; 35740947000; 7801544138,Silicon nitride as anode material for Li-ion batteries: Understanding the SiNx conversion reaction,2018,49,10.1016/j.jpowsour.2018.07.109,https://www.scopus.com/pages/publications/85051032725?origin=resultslist,passed_stage1,"capacity, charge, discharge",passed_stage2,"capacity, charge, discharge",relevant
Ye L.-H.; Chen S.-J.; Shi Y.-F.; Peng D.-H.; Shi A.-P.,"Ye, Li-Hua (25639178500); Chen, Si-Jian (58168859600); Shi, Ye-Fan (57218161012); Peng, Ding-Han (58169043800); Shi, Ai-Ping (24485632500)",25639178500; 58168859600; 57218161012; 58169043800; 24485632500,Remaining useful life prediction of lithium-ion battery based on chaotic particle swarm optimization and particle filter,2023,43,10.1016/j.ijoes.2023.100122,https://www.scopus.com/pages/publications/85159811611?origin=resultslist,passed_stage1,"capacity, curve",passed_stage2,capacity,relevant
Calearo L.; Thingvad A.; Ziras C.; Marinelli M.,"Calearo, Lisa (57212023336); Thingvad, Andreas (57193436406); Ziras, Charalampos (55779855400); Marinelli, Mattia (55936425500)",57212023336; 57193436406; 55779855400; 55936425500,A methodology to model and validate electro-thermal-aging dynamics of electric vehicle battery packs,2022,39,10.1016/j.est.2022.105538,https://www.scopus.com/pages/publications/85137261283?origin=resultslist,passed_stage1,"capacity, voltage, current, curve",passed_stage2,capacity,relevant
Chayambuka K.; Mulder G.; Danilov D.L.; Notten P.H.L.,"Chayambuka, Kudakwashe (56602959100); Mulder, Grietus (16426174300); Danilov, Dmitri L. (6701602365); Notten, Peter H.L. (7004189316)",56602959100; 16426174300; 6701602365; 7004189316,Determination of state-of-charge dependent diffusion coefficients and kinetic rate constants of phase changing electrode materials using physics-based models,2021,32,10.1016/j.powera.2021.100056,https://www.scopus.com/pages/publications/85116000117?origin=resultslist,passed_stage1,charge,passed_stage2,"charge, capacity, voltage",relevant
Dineva A.; Csomós B.; Kocsis Sz. S.; Vajda I.,"Dineva, Adrienn (55635385900); Csomós, Bence (57200408627); Kocsis Sz., Szabolcs (57221944859); Vajda, István (7005938974)",55635385900; 57200408627; 57221944859; 7005938974,Investigation of the performance of direct forecasting strategy using machine learning in State-of-Charge prediction of Li-ion batteries exposed to dynamic loads,2021,47,10.1016/j.est.2021.102351,https://www.scopus.com/pages/publications/85100610383?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,"voltage, current",relevant
Zhou P.; He Z.; Han T.; Li X.; Lai X.; Yan L.; Lv T.; Xie J.; Zheng Y.,"Zhou, Ping (57201614268); He, Zhonglin (57215780333); Han, Tingting (57215772458); Li, Xiangjun (36071221800); Lai, Xin (36824024900); Yan, Liqin (56579510000); Lv, Tiaolin (57203578657); Xie, Jingying (56440560600); Zheng, Yuejiu (55376219400)",57201614268; 57215780333; 57215772458; 36071221800; 36824024900; 56579510000; 57203578657; 56440560600; 55376219400,A rapid classification method of the retired LiCoxNiyMn1−x−yO2 batteries for electric vehicles,2020,36,10.1016/j.egyr.2020.03.013,https://www.scopus.com/pages/publications/85081920875?origin=resultslist,passed_stage1,"capacity, voltage, discharge",passed_stage2,"capacity, voltage",relevant
Rashad M.; Asif M.,"Rashad, Muhammad (58571991600); Asif, Muhammad (35794557300)",58571991600; 35794557300,Understanding the low temperature electrochemistry of magnesium-lithium hybrid ion battery in all-phenyl-complex solutions,2021,26,10.1016/j.jechem.2020.08.018,https://www.scopus.com/pages/publications/85090037268?origin=resultslist,passed_stage1,"charge, capacity, impedance, plot, current, curve",passed_stage2,"current, plot",relevant
Segura F.; Vivas F.J.; Andújar J.M.; Martínez M.,"Segura, F. (23390604800); Vivas, F.J. (57190165601); Andújar, J.M. (10241452600); Martínez, M. (58203879900)",23390604800; 57190165601; 10241452600; 58203879900,Hydrogen-powered refrigeration system for environmentally friendly transport and delivery in the food supply chain,2023,22,10.1016/j.apenergy.2023.120945,https://www.scopus.com/pages/publications/85149811899?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,"voltage, current",relevant
