"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Mostafizur R.M.; Bhuiyan M.H.U.; Saidur R.; Abdul Aziz A.R.","Mostafizur, R.M. (56177209100); Bhuiyan, M.H.U. (36909383600); Saidur, R. (6602374364); Abdul Aziz, A.R. (24167305500)","56177209100; 36909383600; 6602374364; 24167305500","Thermal conductivity variation for methanol based nanofluids","2014","111","10.1016/j.ijheatmasstransfer.2014.04.040","https://www.scopus.com/pages/publications/84901251057?origin=resultslist"
"Forest C.; Chaumont P.; Cassagnau P.; Swoboda B.; Sonntag P.","Forest, C. (56473406500); Chaumont, P. (7005031096); Cassagnau, P. (7006143663); Swoboda, B. (56473432500); Sonntag, P. (56473499100)","56473406500; 7005031096; 7006143663; 56473432500; 56473499100","Polymer nano-foams for insulating applications prepared from CO2 foaming","2015","285","10.1016/j.progpolymsci.2014.07.001","https://www.scopus.com/pages/publications/84925733386?origin=resultslist"
"Pioro I.L.","Pioro, Igor L. (7004547338)","7004547338","Current status of research on heat transfer in forced convection of fluids at supercritical pressures","2019","61","10.1016/j.nucengdes.2019.110207","https://www.scopus.com/pages/publications/85070706129?origin=resultslist"
"Hamid K.A.; Azmi W.H.; Mamat R.; Sharma K.V.","Hamid, K. Abdul (56763842200); Azmi, W.H. (56711151600); Mamat, Rizalman (37057681900); Sharma, K.V. (8417385700)","56763842200; 56711151600; 37057681900; 8417385700","Experimental investigation on heat transfer performance of TiO2 nanofluids in water-ethylene glycol mixture","2016","88","10.1016/j.icheatmasstransfer.2016.02.009","https://www.scopus.com/pages/publications/84959517641?origin=resultslist"
"Selvarajoo K.; Wanatasanappan V.V.; Luon N.Y.","Selvarajoo, Khesarubini (57213418247); Wanatasanappan, V. Vicki (57217224948); Luon, Ng Yee (58482945800)","57213418247; 57217224948; 58482945800","Experimental measurement of thermal conductivity and viscosity of Al2O3-GO (80:20) hybrid and mono nanofluids: A new correlation","2024","38","10.1016/j.diamond.2024.111018","https://www.scopus.com/pages/publications/85188186157?origin=resultslist"
"Albojamal A.; Hamzah H.; Haghighi A.; Vafai K.","Albojamal, Ahmed (57194595485); Hamzah, Hudhaifa (57200081427); Haghighi, Arman (57200081991); Vafai, Kambiz (7006987087)","57194595485; 57200081427; 57200081991; 7006987087","Analysis of nanofluid transport through a wavy channel","2017","41","10.1080/10407782.2017.1412679","https://www.scopus.com/pages/publications/85039149956?origin=resultslist"
"Lu J.; Kan A.; Zhu W.; Yuan Y.","Lu, Jiaxi (57210646408); Kan, Ankang (26032612100); Zhu, Wenbing (57212173921); Yuan, Yebaihe (57214941300)","57210646408; 26032612100; 57212173921; 57214941300","Numerical investigation on effective thermal conductivity of fibrous porous medium under vacuum using Lattice-Boltzmann method","2021","39","10.1016/j.ijthermalsci.2020.106682","https://www.scopus.com/pages/publications/85093695300?origin=resultslist"
"Ao W.; Fan Z.; Gao Y.; Wang Y.; Liu P.; Li L.K.B.","Ao, Wen (55199602500); Fan, Zhimin (57217030735); Gao, Yi (59954840100); Wang, Yang (57221507130); Liu, Peijin (26638308900); Li, Larry K.B. (35196144400)","55199602500; 57217030735; 59954840100; 57221507130; 26638308900; 35196144400","Ignition and combustion characteristics of boron-based nanofluid fuel","2023","51","10.1016/j.combustflame.2023.112831","https://www.scopus.com/pages/publications/85159337526?origin=resultslist"
"Zhang G.; Cao Z.; Liu Y.; Chen J.","Zhang, Guozhu (55577801000); Cao, Ziming (57204573899); Liu, Yiping (57224202571); Chen, Jiawei (57189732222)","55577801000; 57204573899; 57224202571; 57189732222","Field test and numerical simulation on the long-term thermal response of phc energy pile in layered foundation","2021","37","10.3390/s21113873","https://www.scopus.com/pages/publications/85107172210?origin=resultslist"
"Huminic G.; Huminic A.; Fleaca C.; Dumitrache F.; Morjan I.","Huminic, Gabriela (24491895600); Huminic, Angel (24492157400); Fleaca, Claudiu (7801361494); Dumitrache, Florian (8299140500); Morjan, Ion (54996419900)","24491895600; 24492157400; 7801361494; 8299140500; 54996419900","Thermo-physical properties of water based SiC nanofluids for heat transfer applications","2017","60","10.1016/j.icheatmasstransfer.2017.04.006","https://www.scopus.com/pages/publications/85017454905?origin=resultslist"
"Yusuf A.; Bhatti M.M.; Ellahi R.","Yusuf, Abdulhakeem (57302136000); Bhatti, M.M. (56898628100); Ellahi, R. (6507752011)","57302136000; 56898628100; 6507752011","Study of ionic water/graphene nanofluids in solar panels under the effects of thermal radiation and slip conditions using experimental data","2025","53","10.1016/j.icheatmasstransfer.2025.108845","https://www.scopus.com/pages/publications/105000490665?origin=resultslist"
"Bigham S.; Moghaddam S.","Bigham, Sajjad (34871317600); Moghaddam, Saeed (57210789660)","34871317600; 57210789660","Microscale study of mechanisms of heat transfer during flow boiling in a microchannel","2015","96","10.1016/j.ijheatmasstransfer.2015.04.034","https://www.scopus.com/pages/publications/84928992242?origin=resultslist"
"Krishnan S.; Murthy J.Y.; Garimella S.V.","Krishnan, Shankar (57197459398); Murthy, Jayathi Y. (7102462367); Garimella, Suresh V. (7103232039)","57197459398; 7102462367; 7103232039","Direct simulation of transport in open-cell metal foam","2006","280","10.1115/1.2227038","https://www.scopus.com/pages/publications/33845696097?origin=resultslist"
"Song B.; Thompson D.; Fiorino A.; Ganjeh Y.; Reddy P.; Meyhofer E.","Song, Bai (36183931300); Thompson, Dakotah (57198125065); Fiorino, Anthony (56526807700); Ganjeh, Yashar (45561188700); Reddy, Pramod (7402570383); Meyhofer, Edgar (6601998370)","36183931300; 57198125065; 56526807700; 45561188700; 7402570383; 6601998370","Radiative heat conductances between dielectric and metallic parallel plates with nanoscale gaps","2016","254","10.1038/nnano.2016.17","https://www.scopus.com/pages/publications/84960154930?origin=resultslist"
"Qu W.; Mudawar I.","Qu, Weilin (7102133156); Mudawar, Issam (35611624900)","7102133156; 35611624900","Analysis of three-dimensional heat transfer in micro-channel heat sinks","2002","352","10.1016/S0017-9310(02)00101-1","https://www.scopus.com/pages/publications/0036641579?origin=resultslist"
"Raj C.R.; Suresh S.; Singh V.K.; Bhavsar R.R.; C M.V.; Vasudevan S.; Archita V.","Raj, Cyril Reuben (57208899346); Suresh, S. (14009292800); Singh, Vivek Kumar (60328750900); Bhavsar, R.R. (57208900256); C, Midhun V. (57222981601); Vasudevan, Sudharshan (57201189208); Archita, V. (57221530133)","57208899346; 14009292800; 60328750900; 57208900256; 57222981601; 57201189208; 57221530133","Experimental investigation on nanoalloy enhanced layered perovskite PCM tamped in a tapered triangular heat sink for satellite avionics thermal management","2021","40","10.1016/j.ijthermalsci.2021.107007","https://www.scopus.com/pages/publications/85104282261?origin=resultslist"
"Gao J.W.; Zheng R.T.; Ohtani H.; Zhu D.S.; Chen G.","Gao, J.W. (24764689800); Zheng, R.T. (7201764138); Ohtani, H. (7202922764); Zhu, D.S. (55850953100); Chen, G. (56939456700)","24764689800; 7201764138; 7202922764; 55850953100; 56939456700","Experimental investigation of heat conduction mechanisms in nanofluids. Clue on clustering","2009","250","10.1021/nl902358m","https://www.scopus.com/pages/publications/71949122689?origin=resultslist"
"Aghayari R.; Maddah H.; Pourkiaei S.M.; Ahmadi M.H.; Chen L.; Ghazvini M.","Aghayari, Reza (57225293164); Maddah, Heydar (56281840500); Pourkiaei, Seyed Mohsen (56110284900); Ahmadi, Mohammad Hossein (59732397100); Chen, Lingen (7409435054); Ghazvini, Mahyar (24722855600)","57225293164; 56281840500; 56110284900; 59732397100; 7409435054; 24722855600","Theoretical and experimental studies of heat transfer in a double-pipe heat exchanger equipped with twisted tape and nanofluid","2020","65","10.1140/epjp/s13360-020-00252-8","https://www.scopus.com/pages/publications/85079671396?origin=resultslist"
"Peterson G.P.; Chang C.S.","Peterson, G.P. (7402562987); Chang, C.S. (7407039458)","7402562987; 7407039458","Two-phase heat dissipation utilizing porous-channels of high-conductivity material","1998","53","10.1115/1.2830048","https://www.scopus.com/pages/publications/0032004668?origin=resultslist"
"Nabil M.F.; Azmi W.H.; Abdul Hamid K.; Mamat R.; Hagos F.Y.","Nabil, M.F. (57191195150); Azmi, W.H. (56711151600); Abdul Hamid, K. (56763842200); Mamat, Rizalman (37057681900); Hagos, Ftwi Y. (51461141100)","57191195150; 56711151600; 56763842200; 37057681900; 51461141100","An experimental study on the thermal conductivity and dynamic viscosity of TiO2-SiO2 nanofluids in water: Ethylene glycol mixture","2017","272","10.1016/j.icheatmasstransfer.2017.05.024","https://www.scopus.com/pages/publications/85021094174?origin=resultslist"
"Savin A.V.; Hu B.; Kivshar Y.S.","Savin, Alexander V. (57208694444); Hu, Bambi (7402045138); Kivshar, Yuri S. (36038963000)","57208694444; 7402045138; 36038963000","Thermal conductivity of single-walled carbon nanotubes","2009","91","10.1103/PhysRevB.80.195423","https://www.scopus.com/pages/publications/77954699487?origin=resultslist"
"Ferfera R.S.; Madani B.","Ferfera, Ratiba Sabrina (57212139013); Madani, Brahim (16175687400)","57212139013; 16175687400","Thermal characterization of a heat exchanger equipped with a combined material of phase change material and metallic foams","2020","61","10.1016/j.ijheatmasstransfer.2019.119162","https://www.scopus.com/pages/publications/85075986739?origin=resultslist"
"Sun D.-W.; Deng S.-J.","Sun, Da-Wen (57394969700); Deng, Song-Jiu (7202438067)","57394969700; 7202438067","A theoretical model predicting the effective thermal conductivity in powdered metal hydride beds","1990","62","10.1016/0360-3199(90)90181-W","https://www.scopus.com/pages/publications/0025603591?origin=resultslist"
"Mendes M.A.A.; Skibina V.; Talukdar P.; Wulf R.; Gross U.; Trimis D.; Ray S.","Mendes, Miguel A.A. (55760801300); Skibina, Valeria (56285252100); Talukdar, Prabal (6701434698); Wulf, Rhena (22981884400); Gross, Ulrich (35884300000); Trimis, Dimosthenis (56681909200); Ray, Subhashis (57199001954)","55760801300; 56285252100; 6701434698; 22981884400; 35884300000; 56681909200; 57199001954","Experimental validation of simplified conduction-radiation models for evaluation of Effective Thermal Conductivity of open-cell metal foams at high temperatures","2014","43","10.1016/j.ijheatmasstransfer.2014.05.058","https://www.scopus.com/pages/publications/84904552458?origin=resultslist"
"Ghaffarkhah A.; Afrand M.; Talebkeikhah M.; Sehat A.A.; Moraveji M.K.; Talebkeikhah F.; Arjmand M.","Ghaffarkhah, Ahmadreza (57193333464); Afrand, Masoud (36805537600); Talebkeikhah, Mohsen (57205456881); Sehat, Ali Akbari (59888891700); Moraveji, Mostafa Keshavarz (35744977900); Talebkeikhah, Farzaneh (57206855426); Arjmand, Mohammad (26025086800)","57193333464; 36805537600; 57205456881; 59888891700; 35744977900; 57206855426; 26025086800","On evaluation of thermophysical properties of transformer oil-based nanofluids: A comprehensive modeling and experimental study","2020","86","10.1016/j.molliq.2019.112249","https://www.scopus.com/pages/publications/85076242122?origin=resultslist"
"Timofeeva E.V.; Gavrilov A.N.; McCloskey J.M.; Tolmachev Y.V.; Sprunt S.; Lopatina L.M.; Selinger J.V.","Timofeeva, Elena V. (26428986600); Gavrilov, Alexei N. (36762571600); McCloskey, James M. (23110648700); Tolmachev, Yuriy V. (35607677200); Sprunt, Samuel (6602721822); Lopatina, Lena M. (23111021400); Selinger, Jonathan V. (7003775589)","26428986600; 36762571600; 23110648700; 35607677200; 6602721822; 23111021400; 7003775589","Thermal conductivity and particle agglomeration in alumina nanofluids: Experiment and theory","2007","765","10.1103/PhysRevE.76.061203","https://www.scopus.com/pages/publications/37749004290?origin=resultslist"
"Akbari A.; Alavi Fazel S.A.; Maghsoodi S.; Kootenaei A.S.","Akbari, Amir (57217333160); Alavi Fazel, Seyed Ali (26424955800); Maghsoodi, Sarah (34768590800); Kootenaei, Amirhossein Shahbazi (25031695400)","57217333160; 26424955800; 34768590800; 25031695400","Pool boiling heat transfer characteristics of graphene-based aqueous nanofluids","2019","45","10.1007/s10973-018-7182-2","https://www.scopus.com/pages/publications/85044212664?origin=resultslist"
"Amiri A.; Arzani H.K.; Kazi S.N.; Chew B.T.; Badarudin A.","Amiri, Ahmad (49560898500); Arzani, Hamed Khajeh (57225231794); Kazi, S.N. (7003406290); Chew, B.T. (35486851300); Badarudin, A. (36349665400)","49560898500; 57225231794; 7003406290; 35486851300; 36349665400","Backward-facing step heat transfer of the turbulent regime for functionalized graphene nanoplatelets based water-ethylene glycol nanofluids","2016","41","10.1016/j.ijheatmasstransfer.2016.02.042","https://www.scopus.com/pages/publications/84959315621?origin=resultslist"
"Harikrishnan S.; Deepak K.; Kalaiselvam S.","Harikrishnan, S. (57201386707); Deepak, K. (57200123586); Kalaiselvam, S. (14421087100)","57201386707; 57200123586; 14421087100","Thermal energy storage behavior of composite using hybrid nanomaterials as PCM for solar heating systems","2014","65","10.1007/s10973-013-3472-x","https://www.scopus.com/pages/publications/84893684926?origin=resultslist"
"Xiao J.; Wang J.; Cossement D.; Bénard P.; Chahine R.","Xiao, Jinsheng (58074305200); Wang, Jijuan (54797104700); Cossement, Daniel (6602236042); Bénard, Pierre (56365219600); Chahine, Richard (7005862031)","58074305200; 54797104700; 6602236042; 56365219600; 7005862031","Finite element model for charge and discharge cycle of activated carbon hydrogen storage","2012","57","10.1016/j.ijhydene.2011.04.055","https://www.scopus.com/pages/publications/84655162183?origin=resultslist"
"Lafdi K.; Mesalhy O.; Shaikh S.","Lafdi, K. (7004301891); Mesalhy, O. (6506373458); Shaikh, S. (16176809900)","7004301891; 6506373458; 16176809900","Experimental study on the influence of foam porosity and pore size on the melting of phase change materials","2007","300","10.1063/1.2802183","https://www.scopus.com/pages/publications/84893259809?origin=resultslist"
"Tiwari A.K.; Pandya N.S.; Said Z.; Öztop H.F.; Abu-Hamdeh N.","Tiwari, Arun Kumar (57211227384); Pandya, Naimish S. (57759902300); Said, Zafar (55260842600); Öztop, Hakan F. (6603833743); Abu-Hamdeh, Nidal (7003419962)","57211227384; 57759902300; 55260842600; 6603833743; 7003419962","4S consideration (synthesis, sonication, surfactant, stability) for the thermal conductivity of CeO2 with MWCNT and water based hybrid nanofluid: An experimental assessment","2021","130","10.1016/j.colsurfa.2020.125918","https://www.scopus.com/pages/publications/85096950124?origin=resultslist"
"Li Z.; Xie H.; Hao S.; Xia Y.; Su X.; Kanatzidis M.G.; Wolverton C.; Tang X.","Li, Zhi (57225183851); Xie, Hongyao (56193548100); Hao, Shiqiang (56156972500); Xia, Yi (54386316900); Su, Xianli (9637399300); Kanatzidis, Mercouri G. (35392448100); Wolverton, Christopher (7007037051); Tang, Xinfeng (55490108900)","57225183851; 56193548100; 56156972500; 54386316900; 9637399300; 35392448100; 7007037051; 55490108900","Optical phonon dominated heat transport: A first-principles thermal conductivity study of BaSnS2","2021","46","10.1103/PhysRevB.104.245209","https://www.scopus.com/pages/publications/85122039303?origin=resultslist"
"Syam Sundar L.; Misganaw A.H.; Singh M.K.; Sousa A.C.M.; Ali H.M.","Syam Sundar, L. (25222272500); Misganaw, A.H. (57218586871); Singh, Manoj K. (55263335500); Sousa, António C. M. (7202484480); Ali, Hafiz Muhammad (55749198400)","25222272500; 57218586871; 55263335500; 7202484480; 55749198400","Efficiency analysis of thermosyphon solar flat plate collector with low mass concentrations of ND–Co3O4 hybrid nanofluids: an experimental study","2021","43","10.1007/s10973-020-10176-1","https://www.scopus.com/pages/publications/85089977142?origin=resultslist"
